book_id	isbn	authors	publication_year	title	language_code	average_rating
2896	545326990	Raina Telgemeier, Gurihiru	2012	Drama	eng	4.14
2897	074326004X	Sarah Vowell	2005	Assassination Vacation	en-US	3.98
2898	380014300	Roger Zelazny	1970	Nine Princes in Amber	en-US	4.1
2899	1451693567	Alice Hoffman	2014	The Museum of Extraordinary Things	eng	3.73
2900	765304961	Orson Scott Card	2008	Ender in Exile (The Ender Quintet, #2)	en-US	3.89
2901	042519485X	MaryJanice Davidson	2004	Undead and Unwed	en-US	3.81
2902	722536542	Paulo Coelho	1996	O Monte Cinco	eng	3.61
2903	385418868	Joseph Campbell, Bill Moyers	1988	The Power of Myth	en-GB	4.3
2904	765375869	John Scalzi	2014	Lock In	eng	3.85
2905	385351232	Jo Baker	2013	Longbourn	eng	3.62
2906	1476764026	Cary Elwes, Joe Layden, Various, Rob Reiner	2014	As You Wish: Inconceivable Tales from the Making of The Princess Bride	eng	4.08
2907	399230033	Peggy Rathmann	1994	Good Night, Gorilla		4.2
2908	62217135	Robyn Schneider	2013	Severed Heads, Broken Hearts	eng	3.78
2909	054506046X	Jude Watson	2009	In Too Deep (The 39 Clues, Book 6)	eng	4.02
2910	1840187166	Frank W. Abagnale, Stan Redding	1980	Catch Me If You Can	eng	4.05
2911	515133876	Laurell K. Hamilton	2001	Narcissus in Chains (Anita Blake, Vampire Hunter, #10)	eng	3.89
2912	684865181	Gary Zukav	1989		en-US	3.97
2913	345545834	J. Kenner	2013	Claim Me	eng	4.21
2914	067003777X	Marisha Pessl	2006	Special Topics in Calamity Physics	eng	3.7
2915	62259652	Josh Malerman	2014	Bird Box	eng	3.98
2916	62071041	Dan Wells	2012	Partials	en-US	3.94
2917	618773479	Timothy Egan	2006	The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl	en-US	4.04
2918	758278454	Ellen Marie Wiseman	2013	What She Left Behind	eng	3.86
2919	006156608X	Sara Shepard	2008	Wicked	eng	4.04
2920	1416516352	Vince Flynn	1999	Transfer of Power	eng	4.31
2921	60931728	Sylvia Plath	1965	Ariel	eng	4.23
2922	1401235417	Scott Snyder, Greg Capullo, Jonathan Glapion	2012	Batman, Volume 1: The Court of Owls	eng	4.3
2923	60735422	Christopher Moore	1992	Practical Demonkeeping	en-US	3.81
2924	451219953	Raymond Khoury	2006	The Last Templar	eng	3.57
2925	345518519	Kathy Griffin	2009	Official Book Club Selection: A Memoir According to Kathy Griffin	en-US	3.8
2926	60932147	Milan Kundera, Aaron Asher	1979	Kniha smíchu a zapomnění	eng	4.01
2927	440222656	Nicholas Evans	1995	The Horse Whisperer	en-US	3.77
2928	1580627560	Sherry Argov	2009	Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship		3.89
2929	61566179	Sara Shepard	2010	Wanted	en-US	4.15
2930	60788704	Kim Harrison	2008	The Outlaw Demon Wails 	en-US	4.38
2931	048627263X	Edwin A. Abbott, Banesh Hoffmann	1884	Flatland: A Romance of Many Dimensions	en-US	3.81
2932	031612611X	Libba Bray	2012	The Diviners	en-US	3.96
2933	375851798	Tim Tharp	2008	The Spectacular Now	eng	3.53
2934	61129739	Erich Fromm, Peter D. Kramer, Rainer Funk	1956	The Art of Loving	eng	4.01
2935	043979143X	Suzanne Collins	2007	Gregor and the Code of Claw		4.25
2936	380821214	Terry Pratchett	1990	Eric	en-US	3.72
2937	1563890933	Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein	1993	The Sandman: A Game of You	eng	4.43
2938	60731486	Marian Keyes	2004	The Other Side of the Story		3.77
2939	553381539	Pat Conroy	1975	Beach Music	eng	4.13
2940	842313079	Francine Rivers	1994	An Echo in the Darkness (Mark of the Lion, #2)	en-US	4.6
2941		Mary E. Pearson	2014	The Kiss of Deception	eng	4.06
2942	440184622	James Clavell	1966	Tai-Pan	eng	4.25
2943	399157220	Eleanor Brown	2011	The Weird Sisters	en-US	3.36
2944	413771164	Terry Pratchett	2000	The Truth	eng	4.25
2945	312358342	Tom Perrotta	2011	The Leftovers	en-US	3.38
2946	60920432	Mihaly Csikszentmihalyi	1990	Flow: The Psychology of Optimal Experience	eng	4.1
2947	1932796789	Margaret Weis, Tracy Hickman	1985		eng	4.13
2948	1439177805	Portia de Rossi	2010			3.83
2949	312949804	Lisa Kleypas	2007	Mine Till Midnight	eng	4.08
2950	1416522913	Carl Bernstein, Bob Woodward	1974	All the President's Men	eng	4.17
2951	399254838	Andrea Cremer	2011		eng	4.12
2952	141439629	George Eliot, A.S. Byatt	1860	The Mill on the Floss	eng	3.77
2953	1400066409	Gary Shteyngart	2010	Super Sad True Love Story	eng	3.44
2954	441068804	Robin McKinley	1982			4.24
2955	451239350	J.R. Ward	2013	Lover at Last	eng	4.3
2956	159514451X	Michelle Rowen, Richelle Mead	2011		eng	4.45
2957	6280838	C.S. Lewis	1955	Surprised by Joy: The Shape of My Early Life	eng	4.14
2958	465026567	Douglas R. Hofstadter	1979	Gödel, Escher, Bach: An Eternal Golden Braid	eng	4.3
2959	375828788	Tamora Pierce	2004	Trickster's Queen	eng	4.28
2960	805005013	Robert Frost, Edward Connery Lathem	1969		eng	4.23
2961	439286069	Rodman Philbrick	1993	Freak the Mighty	eng	3.98
2962	316212822	Jennifer E. Smith	2013	This Is What Happy Looks Like	eng	3.69
2963	310245656	Philip Yancey	1997	What's So Amazing About Grace?	en-US	4.21
2964	1416595201	Vince Flynn	2012	Kill Shot	eng	4.3
2965	553381652	Jean M. Auel	1990	The Plains of Passage	en-US	3.77
2966	1419711326	Jeff Kinney	2013	Hard Luck	eng	4.28
2967	316159417	Åsne Seierstad, Ingrid Christopherson	2002	Bokhandleren i Kabul	en-US	3.76
2968	743437314	D.J. MacHale	2002	The Merchant of Death	eng	3.93
2969	345497511	China Miéville	2009	The City & The City	eng	3.91
2970	1416510567	Kathy Reichs	2001	Fatal Voyage		4.04
2971	441017029	Ilona Andrews	2009	Magic Strikes	eng	4.44
2972	1478322306	Chelsea M. Cameron	2012	My Favorite Mistake	en-US	4.01
2973	425176088	Arthur Hailey	1968	Airport	eng	3.92
2974	446545244	James Patterson	2011	Angel	en-US	4.02
2975	791071685	Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris	2002	Kurt Vonnegut's Cat Cradle	eng	4.35
2976	192751077	Beverly Cleary, Alan Tiegreen	1975	Ramona the Brave 	eng	4.09
2977	553564927	Timothy Zahn	1993	Star Wars: The Last Command	eng	4.2
2978	1616960922	Brandon Sanderson	2012	The Emperor's Soul	eng	4.33
2979	1416584080	Stephen King	2008	Just After Sunset	eng	3.85
2980	786851716	Patricia McCormick	2006	Sold	eng	4.19
2981	316015059	James Patterson	2007	Double Cross	eng	3.99
2982	192838997	Alexander Pushkin, James E. Falen	1833	Евгений Онегин: Роман в стихах 	eng	4.08
2983	1423171020	Amie Kaufman, Meagan Spooner	2013	These Broken Stars	eng	3.93
2984	670062278	Alison Goodman	2008	The Two Pearls of Wisdom	en-US	3.98
2985	689862210	E.L. Konigsburg	1996	The View from Saturday		3.74
2986	312594429	P.C. Cast, Kristin Cast	2012	Hidden	en-US	3.98
2987	1423121325	Rachel Hawkins	2012	Spell Bound	eng	4.09
2988	1557091552	Carolyn Keene, Russell H. Tandy, Sara Paretsky	1930	The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)	eng	3.98
2989	446679089	Nelson DeMille	1997	Plum Island	eng	4.03
2990	60775971	Hugh Lofting, Michael Hague	1920	The Story of Doctor Dolittle		3.98
2991	743454510	Jodi Picoult	2003	Second Glance	en-US	3.79
2992	069401298X	Arnold Lobel	1971	Frog and Toad Together	eng	4.21
2993	1563127873	Shirley Jackson	1948	The Lottery	eng	4.09
2994	345459202	Adriana Trigiani	2000	Big Stone Gap	eng	3.86
2995	345485750	Steve Berry	2007	The Alexandria Link	eng	3.92
2996	61797022	Kelley Armstrong	2011	The Gathering	en-US	4.03
2997	1595143203	Richelle Mead	2013	The Fiery Heart	eng	4.39
2998	441018521	Ilona Andrews	2010	Magic Bleeds	eng	4.46
2999	1501116975	Isabel Allende, Nick Caistor, Amanda Hopkinson	2015	El amante japonés	eng	3.8
3000	552154164	Terry Pratchett	1997	Jingo	eng	4.11
3001	553589377	Lara Adrian	2007	Kiss of Midnight	eng	3.93
3002	375753737	D.H. Lawrence, Geoff Dyer	1913	Sons and Lovers	en-US	3.61
3003	031235326X	Barbara Taylor Bradford	1979	A Woman of Substance 	eng	4.16
3004		Nicole  Williams	2012	Crash	eng	4.02
3005	1455521213	David Baldacci	2013	The Hit	eng	4.05
3006	441013678	William Gibson	1986	Count Zero	en-US	4
3007	140006466X	Lisa See	2007	Peony in Love	eng	3.59
3008	316051594	Sarah Ockler	2009	Twenty Boy Summer	en-US	3.89
3009	446677477	Robert T. Kiyosaki, Sharon L. Lechter	1998	Cashflow Quadrant: Rich Dad's Guide to Financial Freedom	vie	4.05
3010	1605980927	Camilla Läckberg, Steven T. Murray	2004	Isprinsessan	eng	3.69
3011	767907817	Jane Green	2000	Bookends	eng	3.7
3012		Donna Mabry	2014			4.05
3013	765316978	John Scalzi	2007	The Last Colony	en-US	4.03
3014	60283289	Laura Joffe Numeroff, Felicia Bond	2002	 	en-US	4.26
3015	147677143X	Colleen Hoover	2013	Finding Cinderella	eng	4.3
3016	60086246	Marian Keyes	1999	Last Chance Saloon	en-US	3.78
3017	148234873X	Georgia Cates	2013	Beauty from Pain	eng	4.25
3018	1416507779	Mary Higgins Clark	1975	Where Are the Children?		4
3019	441328091	Robin McKinley	1984		eng	4.21
3020	1593080298	Franz Kafka, Jason Baker, Donna Freed	1915	Die Verwandlung und andere Erzählungen	eng	4.01
3021	006079156X	Thrity Umrigar	2006	The Space Between Us	en-US	3.98
3022	451528182	Unknown, Burton Raffel, Neil D. Isaacs	1390	Gawayn and þe Grene Knyȝt		3.68
3023	140621334	Jerome K. Jerome	1889	Three Men in a Boat (To Say Nothing of the Dog)	eng	3.9
3024	345326490	Edward Abbey	1968	Desert Solitaire	en-US	4.22
3025	312306342	Janet Evanovich	2007	Plum Lovin'	en-US	3.7
3026	159562015X	Tom Rath	2007	Strengths Finder 2.0	en-US	3.92
3027	1842431293	Tom Robbins	1971	Another Roadside Attraction	en-US	3.97
3028	517223546	Edward Rutherfurd	1987	Sarum: The Novel of England	eng	4.07
3029	6178731	Sidney Sheldon	1980	Rage of Angels	eng	3.91
3030	1595144331	Richelle Mead	2010		en-US	4.57
3031	142998192X	Alyson Noel	2011	Everlasting	eng	3.92
3032	1481280767	Bella Forrest	2012		eng	3.83
3033	553381350	Tom Wolfe	1979	The Right Stuff	eng	4.23
3034	312349998	Madeleine Wickham	2000	Cocktails for Three	en-US	3.38
3035	345476980	Tess Gerritsen	2006	Vanish	en-US	4.13
3036	006056668X	Christopher Moore	2003	Fluke: Or, I Know Why the Winged Whale Sings	eng	3.73
3037	871917726	Edgar Allan Poe, Byron Glaser, Bill D. Fountain	1843	The Tell-Tale Heart	eng	4.22
3038	1594487561	Jean Kwok	2010	Girl in Translation	eng	3.96
3039	62014552	Lauren Oliver	2014	Panic	eng	3.56
3040		Abbi Glines	2012	Because of Low	eng	4.14
3041	1579124577	Leonardo da Vinci, H. Anna Suh	1519			3.97
3042	345450744	Kristin Hannah	2003	Between Sisters	eng	4
3043	1477808701	Blake Crouch	2013	Wayward	eng	4.12
3044	60882077	Angie Sage, Mark Zug	2008	Queste		4.04
3045	553536516	Sophie Kinsella	2015	Finding Audrey	eng	3.82
3046	913668680	Mollie Katzen	1977	The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York	eng	3.95
3047	7158475	Dr. Seuss	1965	Fox in Socks	eng	4.04
3048	375706852	Orhan Pamuk, Erdağ M. Göknar	1998	Benim Adım Kırmızı	eng	3.83
3049	671227424	Carlos Castaneda	1968	The Teachings of Don Juan: A Yaqui Way of Knowledge	en-US	3.94
3050	446573108	David Baldacci	2011	The Sixth Man	en-US	4.13
3051	689878362	Marcia Brown	1947	Stone Soup (Stories to Go!)		4.23
3052	786839171	Cinda Williams Chima	2006	The Warrior Heir	en-US	3.95
3053	345542924	Janet Evanovich	2014	Top Secret Twenty-One	eng	3.79
3054	075791084X	John   Williams	2003	Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D		4.61
3055	1852864982	Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos	1993	Death: the High Cost of Living	eng	4.21
3056	310241634	Catherine Marshall	1967	Christy		4.2
3057	62208195	Tahereh Mafi	2012	Destroy Me	eng	4.27
3058	553588079	Lisa Gardner	2006	Gone	eng	4.18
3059	1400062756	Carol S. Dweck	2006	Mindset: The New Psychology of Success	en-US	4.04
3060	545060443	Jude Watson	2009	Beyond the Grave (The 39 Clues, #4)	eng	3.92
3061	6280935	C.S. Lewis	1940	The Problem of Pain	eng	4.12
3062	300122233	Richard H. Thaler, Cass R. Sunstein	2008	Nudge: Improving Decisions About Health, Wealth, and Happiness	eng	3.8
3063	1416949658	Susan Cooper	1973	The Dark Is Rising	eng	4.07
3064	374239215	Jonathan Franzen	2015	Purity	eng	3.59
3065	451205421	Richard Paige, Dean Koontz	1985	The Door to December	en-US	3.94
3066	747266921	James Patterson	2002	Four Blind Mice	en-US	3.98
3067	312364105	Kristin Hannah	2009	True Colors		3.89
3068	385334230	Kurt Vonnegut Jr.	1976	Slapstick	eng	3.87
3069	812975219	Nassim Nicholas Taleb	2001	Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets	eng	4.05
3070	425213978	Kate Mosse	2005	Labyrinth	eng	3.55
3071	375705244	Joseph J. Ellis	2000	Founding Brothers: The Revolutionary Generation	en-GB	3.92
3072	553565079	Isaac Asimov	1993	Forward the Foundation	eng	4.13
3073	3401063472	Kerstin Gier	2010	Saphirblau	ger	4.19
3074	307700666	Lawrence Wright	2013	Going Clear: Scientology, Hollywood, and the Prison of Belief	eng	4.02
3075	759529434	Young Kim, Stephenie Meyer	2010	Twilight: The Graphic Novel	en-US	3.74
3076	99478331	John Fowles	1969	The French Lieutenant's Woman	eng	3.85
3077	486223051	Samuel Taylor Coleridge, Gustave Doré	1798	The Rime of the Ancient Mariner	eng	3.93
3078	920236162	Robert Munsch, Michael Martchenko	1980	The Paper Bag Princess	en-GB	4.32
3079	582461502	John Steinbeck	1935	Tortilla Flat	eng	3.82
3080	812966295	H. Rider Haggard	1885	King Solomon's Mines	eng	3.8
3081		Tina Reber	2012	Love Unrehearsed	eng	4.26
3082	1563891379	Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub	1994	The Sandman: Brief Lives	eng	4.55
3083	61720771	L.J. Smith	2009	The Return: Nightfall	en-US	3.57
3084	375828257	Jeanne DuPrau	2004	The People of Sparks	eng	3.65
3085	374506841	Hermann Hesse, Ursule Molinaro	1930	Narziß und Goldmund	eng	4.19
3086	1563891069	Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein	1990	The Sandman: Fables and Reflections	eng	4.45
3087	1620401398	Samantha Shannon	2013	The Bone Season	eng	3.75
3088	141439963	Charles Dickens, Helen Small, Stephen Wall	1855	Little Dorrit	eng	3.97
3089	142406139	Anthony Horowitz	2003	Eagle Strike		4.11
3090	739418378	Jacqueline Susann	1966	Valley of the Dolls	en-US	3.7
3091	375760385	James A. Michener	1965	The Source	eng	4.3
3092	1400033543	Dave Eggers	2002	You Shall Know Our Velocity!	eng	3.62
3093	9770907375	Radwa Ashour, رضوى عاشور	1994	ثلاثية غرناطة	ara	4.29
3094	689853491	Michael Rosen, Helen Oxenbury	1989	We're Going on a Bear Hunt	eng	4.27
3095	1595142711	Richelle Mead	2009	Vampire Academy Collection		4.61
3096	345352661	David Eddings	1985	Guardians of the West	en-US	4.09
3097	399156577	Nora Roberts	2010	The Search	eng	4.11
3098	446613371	James Patterson, Howard Roughan	2005	Honeymoon	eng	3.81
3099	345461622	Peter F. Hamilton	2004	Pandora's Star	eng	4.24
3100	440421853	Thomas Rockwell	1973	How to Eat Fried Worms	eng	3.75
3101	439224063	Edgar Allan Poe, Philip Pullman	1845	The Raven and Other Poems	en-US	4.3
3102	077832740X	Heather Gudenkauf	2008	The Weight of Silence	eng	3.93
3103	62330268	Neil Gaiman	2015	Trigger Warning: Short Fictions and Disturbances	eng	3.92
3104	068482535X	David Herbert Donald	1995	Lincoln	eng	4.17
3105	441015832	Ilona Andrews	2008	Magic Burns	en-US	4.33
3106	143039024	Graham Greene, Robert  Stone	1955	The Quiet American	eng	3.96
3107	1480114480	Katie Ashley	2012	The Proposition	eng	4.05
3108	425213382	Patricia Cornwell	1996	Cause of Death	en-US	3.93
3109	393307050	Patrick O'Brian	1969	Master and Commander	eng	4.1
3110	575077352	Akira Toriyama	1985	孫悟空と仲間たち	eng	4.42
3111	441009425	Alastair Reynolds	2000	Revelation Space	eng	3.97
3112	316096156	James Patterson, Maxine Paetro	2010	Private	eng	3.88
3113	312652917	Janet Evanovich	2009	Wicked Appetite	en-US	3.77
3114	1416980067	Rachel Renée Russell	2009	Tales from a Not-So-Fabulous Life	eng	4.16
3115	1416509879	Kresley Cole	2006	A Hunger Like No Other	eng	4.21
3116	159514398X	Beth Revis	2012	A Million Suns 	eng	4.04
3117	1841493155	Trudi Canavan	2002	The High Lord	eng	4.15
3118	62107313	Amy Tan	2013	The Valley of Amazement	eng	3.6
3119	446694851	Nicholas Sparks, Micah Sparks	2004	Three Weeks with My Brother	eng	4.01
3120	080508052X	Lloyd Alexander	1968	The High King 	eng	4.26
3121	62004018	Amy Plum	2011	Die for Me	eng	4
3122	394724550	Anne Morrow Lindbergh	1955	Gift from the Sea		4.18
3123	452287081	John Perkins	2004	Confessions of an Economic Hit Man	en-US	3.83
3124	802130305	Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner	1944	Ficciones	en-US	4.47
3125	425141233	John Sandford	1993	Winter Prey	eng	4.24
3126	684843323	Ernest Hemingway	1925	The Complete Short Stories of Ernest Hemingway	en-US	4.28
3127	671037706	Ray Bradbury	1957	Dandelion Wine	eng	4.08
3128	009947137X	Anne Rice	1989	The Mummy	eng	3.81
3129	385528752	Chip Heath, Dan Heath	2010	Switch: How to Change Things When Change Is Hard	eng	4.02
3130		Sejal Badani	2015	Trail of Broken Wings	eng	3.94
3131	99470470	John Fowles	1963	The Collector	eng	3.99
3132	60734086	Gail Carson Levine	2006	Fairest	eng	3.86
3133	99267543	Kurt Vonnegut Jr.	1997	Timequake	eng	3.71
3134	006218850X	Amanda Coplin	2012	The Orchardist		3.75
3135	767919408	Bill Bryson	2013	One Summer: America 1927	eng	4.06
3136	752876821	Maeve Binchy	1996	Evening Class	en-GB	3.98
3137	1857239016	Terry Brooks	1993	The Talismans of Shannara	eng	4.01
3138	808516965	L.M. Montgomery	1936	Anne of Windy Poplars		4.04
3139	014044176X	Mikhail Lermontov, Paul Foote	1840	Герой нашего времени	eng	4.11
3140	084230052X	Francine Rivers	1997	The Atonement Child	en-US	4.26
3141	385494246	Ian McEwan	1998	Amsterdam		3.41
3142	812966007	Edmund Morris	2001	Theodore Rex	eng	4.16
3143	031215125X	M.M. Kaye	1978	The Far Pavilions	en-US	4.2
3144	385340567	Lee Child	2008	Nothing to Lose	en-US	3.9
3145		Jasinda Wilder	2013	Falling Into You	eng	4.04
3146	1101874082	Paulo Coelho	2014	Adultério	eng	3.01
3147		Brandon Sanderson	2013	The Rithmatist 	eng	4.25
3148	312289510	Donna VanLiere	2001	The Christmas Shoes	en-US	4.22
3149	762424931	Rory Freedman, Kim Barnouin	2005	Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!	en-US	3.34
3150		Kristen Ashley	2011	Mystery Man (Dream Man, #1)	eng	4.25
3151	395181585	Margret Rey, H.A. Rey	1966	Curious George Goes to the Hospital	eng	4.22
3152	553805096	Alice Schroeder	2008	The Snowball: Warren Buffett and the Business of Life	eng	4.05
3153	743452925	Julie Garwood	1989	The Bride	eng	4.26
3154	1741662095	John Flanagan	2007	Erak's Ransom	eng	4.31
3155	525953493	Harlan Coben	2014	Missing Υou	eng	3.95
3156	375706860	Orhan Pamuk, Maureen Freely	2002	Kar	eng	3.55
3157	1741663024	John Flanagan	2009	Halt's Peril	eng	4.38
3158	345447867	Tess Gerritsen	2002	The Apprentice	eng	4.14
3159	307098222	Betty Crocker	1969	Betty Crocker's Cookbook	eng	4.25
3160	312367465	Gabrielle Zevin	2005	Elsewhere	en-US	3.91
3161	525952276	Harlan Coben	2012	Stay Close	eng	3.87
3162	316117366	James Patterson, Michael Ledwidge	2007	The Quickie	eng	3.82
3163	316013943	James Patterson, Michael Ledwidge	2007	Step on a Crack	en-US	4
3164	803738552	Holly Goldberg Sloan	2013	Counting by 7s	eng	4.16
3165	61284475	Claudia Gray	2010		eng	3.8
3166	345490657	Laurell K. Hamilton	2000	A Kiss of Shadows (Merry Gentry, #1)	eng	4.01
3167	743453964	Vince Flynn	2003	Executive Power	en-US	4.33
3168	1423368886	Nora Roberts, Angela Dawe	2010	Savor the Moment	eng	4.13
3169	1599869691	Richard Connell	1924	The Most Dangerous Game		3.91
